name,ab,url,strat,org,sector,type,region,country,city,submitted, 
Energy - Heat system,"An innovative energy concept at Skuespilhuset, which includes thermoactive constructions with energy storage, seawater cooling with heat pump and demand-controlled ventilation",http://www.cowi.dk/menu/project/byggeri/bygningsprojektering/detkongeligeteater-skuespilhuset,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Skuespilhuset,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Denmark,Copenhagen,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Buildings - container housing,"Sustainable, temporary student housing in reused shipping containers",https://www.cphvillage.com/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",CPH Village,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Denmark,Copenhagen,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Upcycling of building materials,Business focused on product development in resource optimization and upcycle product development.,https://lendager.com/upcycle/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Lendager Up,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Denmark,Copenhagen,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Sustianble Buildings and Water Systems ,Consultant compnay working on climate adaptation solutions,http://smithinnovation.dk/en/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Smith Innovation ,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Denmark,Copenhagen ,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Festiwal Upcycling Infrastructure,"Sustainable, degredable and recyckled bins for festiwals and events",http://dropbucket.com/en/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Drop Bucket ,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Denmark,,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Plastic Recycling Company ,The biggest Scandinavian Recycling company ,http://avl.dk/en/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Aage Vestergard Larsen A/S ,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Denmark,,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Upcycled Building ,"Buildings designed with precise technology. They use certified wood, have zero waste as they reuse as insulation the pieces of wood that are left. And have a take back system as they buy your house because it can be assambled and dissassembled.",http://eentileen.dk/forside,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Een Til Een,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Denmark,Copenhagen ,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Buildings - Sustainable and multifunctional Town Hall,"DGNB-certified, energy efficient and multifunctional Town Hall in the Municipality of Skanderborg",http://www.ktc.dk/artikel/skanderborg-raadhus,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Skanderborg Municipality,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Europe,Denmark,Skanderborg,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Coworking space,Co-working Space for startups and companies that push for the SDGs. Circular Economy start-ups included,www.greencubator.com,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Greencubator,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management","Support (investment, consulting, media, etc)",Europe,Denmark,Copenhagen,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Sustainable Platrofm,Platrofm for nternational sustainable projects,https://www.cleancluster.dk/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Clean Cluster ,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management","Support (investment, consulting, media, etc)",Europe,Denmark,Copenhagen ,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Life Cycle Extension ,pencils with a specific herbs inside,https://sproutworld.com/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Sprout,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- Private sector (undefined),Europe,Denmark,Copenhagen ,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Compostable packacing,Company specialized in compostable and plastic free products and packaging,http://www.maistic.com/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Maistic,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- Private sector (undefined),Europe,Denmark,Helsingør,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Sustainable biomaterials,Company creating sustainable biomaterials,http://pond.global/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Pond,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- Private sector (undefined),Europe,Denmark,Aarhus,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
DTU Skylab,Acclerator and program for Starups,http://www.skylab.dtu.dk/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",DTU Skylab,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",Education,Europe,Denmark,Lyngby,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Research for sustainable materials,Materials research project searching for sustainable alternatives to the current plastic elements,https://www.lego.com/en-us/careers/sustainable-materials,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Lego,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",Education,Europe,Denmark,"Billund, Denmakr",CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Repair platform,Platform to connect efectively users with repairers,www.netrepair.dk,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",NetRepair,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc","Support (investment, consulting, media, etc)",Europe,Denmark,Copenhagen,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Textile Labolatorium ,Labolatory to produce recycled textiles,http://fablabnordvest.dk/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",FabLab NordVest,FASHION and other textiles,- Private sector (undefined),Europe,Denmark,Copenhagen ,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Oranic Cotton ,"Organic, reused matterials and production based only on RE",https://knowledgecottonapparel.com/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Cotton Knowledge Apparel,FASHION and other textiles,- Private sector (undefined),Europe,Denmark,Copenhagen ,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Reusing bay clothing ,renting baby clothes ,https://vigga.us/in-english/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Vigga ,FASHION and other textiles,- Private sector (undefined),Europe,Denmark,Copenhagen ,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Lindex,Sustainable clothes for women and kids,https://www.lindex.com/eu/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Lindex,FASHION and other textiles,- Private sector (undefined),Europe,Denmark,Copenhagen,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Carpets from recylced materials,Cradle-to-cradle certified carpets made from recycled nylon from fish nets,https://www.ege.dk/baeredygtighed,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Ege(tæpper),FASHION and other textiles,- Private sector (undefined),Europe,Denmark,"Herning, Danmark",CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
"Project ""Nice Fashion""",sustainable material bank for fashion and textile industry ,https://groenomstilling.erhvervsstyrelsen.dk/nice-fashion-groen-omstilling-af-modebranchen,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Danish Fashion Institute,FASHION and other textiles,- Private sector (undefined),Europe,Denmark,Copenhagen,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Gabriel,Supplier of certified fabrics (some are C2C certified),https://www.gabriel.dk/en/certificates/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Gabriel,FASHION and other textiles,- Private sector (undefined),Europe,Denmark,Aalborg,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Design for longevity,Education of how to design long lasting products,http://danishfashioninstitute.dk/en/node/1462,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Danish Fashion Institute,FASHION and other textiles,Education,Europe,Denmark,Copenhagen,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Clothes trade,Swap clothes,https://www.facebook.com/mellemrummet/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Cafe Mellemrument,FASHION and other textiles,Government,Europe,Denmark,Denmark,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Donate clotes,Facebook group to donate clothes. ,Facebook (free your stuff),"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Free your stuff,FASHION and other textiles,Government,Europe,Denmark,Copenhagen,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
To- good- to go ,bussines model based on salling food that can not be used anymore at a lower price at the and of the day ,https://toogoodtogo.dk/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",To- good- to- go ,FOOD & BEVERAGES including agriculture and restaurants,- Private sector (undefined),Europe,Denmark,Copenhagen and other,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
The Apple Girl,Start-up,https://www.theapplegirl.org/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",,FOOD & BEVERAGES including agriculture and restaurants,- Private sector (undefined),Europe,Denmark,Copenhagen and other,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
Reducing Food Waste ,Zero Wate supermarket,https://www.loes-market.dk/#the-kitchen,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Los Market,FOOD & BEVERAGES including agriculture and restaurants,- Private sector (undefined),Europe,Denmark,Copenhagen,CEC Copenhagen Mapping Organizer: Anna Queralt,https://www.circulareconomyclub.com/cec-copenhagen-anna-queralt/
